NCTId,BriefTitle,OfficialTitle,OverallStatus,StartDate,CompletionDate,StudyType,Phase,Condition,InterventionName,PrimaryOutcomeMeasure,BriefSummary,EnrollmentCount,InclusionCriteria,ExclusionCriteria,HealthyVolunteers,Gender,MinimumAge,MaximumAge,StdAges,LocationCountry
NCT06897566,Barriers to Optimal LDL-C Targets in Patients With Atherosclerotic Cardiovascular Disease,Evaluation of Adherence to Cholesterol Therapies and Identification of Barriers to Optimal LDL-C Targets in Patients With Atherosclerotic Cardiovascular Disease,NOT_YET_RECRUITING,2025-05-21,2025-07-30,OBSERVATIONAL,N/A,Coronary Artery Disease; Statin Adverse Reaction; LDL Level,Fasting lipid profile,Prevalence of achievement of recommended LDL-C targets among patients with established ASCVD,"In the present cross-sectional observational study, the investigators aimed to:

* Evaluate the prevalence of achievement of LDL-C targets among a sample of Egyptian ASCVD patients.
* Attempt to unveil the potential barriers to achieve LDL-C goals in order to determine the appropriate corrective actions.",1000,* Patients presenting to cardiology department/ outpatient clinic. * Established ASCVD and eligible for high intensity statins for at least six-months. * Age between18-to-80y.,* Refusal to participate in the survey. * Recent diagnosis of ASCVD with indication to high intensity statins for a period \< six-months. * Patients with medical limitation or contraindications to statins therapy. * Patients with documented diagnosis of homozygous familial hypercholesterolemia.,False,ALL,18 Years,80 Years,ADULT; OLDER_ADULT,Egypt
NCT02261766,Evaluation of 5 Days Holter and 30 Days Thumb-ECG for Detection of Atrial Fibrillation in Stroke Patients,"Detection of Atrial Fibrillation, -Evaluation of 5 Days Holter and 30 Days Thumb-ECG for Detection of Atrial Fibrillation in Stroke Patients",COMPLETED,2012-08,2015-06,INTERVENTIONAL,NA,Atrial Fibrillation; Stroke,Holter monitoring and Thumb ECG,Atrial fibrillation detection rate on Thumb-ECG,This study will compare the two methods 5 days holtermonitoring and 30 days thumb electrocardiogram for detection of atrial fibrillation in stroke patients,100,* stroke or TIA within the last 3 months verified by a CT or a MR scan or unequivocal symptoms and old infarcts visualised on CT or MR * age 65 or above * patients able to handle the thumb-ECG * written informed consent,"* earlier diagnose of atrial fibrillation * pacemaker or ICD device * stroke induced by trauma, infection or surgery procedure * carotid stenosis of more than 60%",False,ALL,65 Years,N/A,OLDER_ADULT,Denmark
NCT02520466,Cocoa Flavanol and Coronary Vasomotion Vascular Function in Patients With Coronary Artery Disease,Effect of Cocoa Flavanol-containing Drink on Coronary Vascular Function in Patients With Coronary Artery Disease,COMPLETED,2012-07,2018-12-01,INTERVENTIONAL,NA,Stable Coronary Heart Disease,flavanol-rich drink vs flavanol-free drink,coronary endothelial function as assessed as response to cold pressor test,"The aim of the present study is to investigate whether the ingestion of a cocoa flavanol-containing drink compared to a flavanol-free drink, improves coronary vasomotion and platelet function in patients with overt coronary artery disease acutely (after 2 hours)",37,Patients with coronary artery disease undergoing elective coronary angiography with or without the need of coronary intervention * Age 20 - 80 * Written obtained informed consent,"* Acute ST-elevation myocardial infarction * Acute non-ST-elevation myocardial infarction (enzyme positive) * Ventricular tachy-arrythmias or AV-Block \>I° * Renal insufficiency (GFR MDRD \< 30ml/min) or liver disease (ALT or AST \>150 IU) * Pregnancy * Known allergy to compounds of cocoa product * Known allergy to contrast media * Known allergy to nuts * Intolerance to coffein and theobromin * Acute infectious disease * Disease with systemic inflammation (e.g. rheumatoid arthritis, M. Crohn) * Participation in another study within the last month * Concomitant vitamin supplements and herbal remedies, as well as fruit and tea extracts * No study visits ± 1 week before Eastern, Christmas and New Year holyday (altered eating habits) * Extreme eating habits (as assessed by a questionnaire) * Alcohol or drug abuse * Lactose intolerance",False,ALL,20 Years,80 Years,ADULT; OLDER_ADULT,Switzerland
NCT03669666,Phase Contrast in Valvular Heart Disease,Role of Phase Contrast Magnetic Resonance in Regurgitant Valvular Heart Diseases,COMPLETED,2017-07-01,2018-07-30,OBSERVATIONAL,N/A,Valvular Heart Disease (Aortic and Mitral Valves),N/A,measurement of ejection fraction,"The ability to quantify flow directly using through-plane phase contrast velocity mapping is a unique advantage of cardiovascular magnetic resonance and does not rely on the calculation from complex equations as echocardiography.

The aim s is to study the role of cardiac MRI in the evaluation of valvular heart disease through quantification of the impact of valvular lesions upon cardiac function by accurate estimation of the left ventricular ejection fraction",35,* Patients with clinically diagnosed valvular heart disease and confirmed by echocardiography,"* Patients with known contraindication to MRI including the presence of paramagnetic * Surgical clips, or pacemakers * Severely ill patients * Claustrophobic or restless subjects * Patients with arrhythmia",False,ALL,N/A,N/A,CHILD; ADULT; OLDER_ADULT,Egypt
NCT00037466,Relation of Diet to Serum Homocysteine Level in Youths,Relation of Diet to Serum Homocysteine Level in Youths,COMPLETED,2000-09,2002-11,OBSERVATIONAL,N/A,Cardiovascular Diseases; Heart Diseases; Atherosclerosis,N/A,Serum homocysteine (tHcy) concentrations; Serum folic acid concentrations,To examine the relation between diet and plasma total homocysteine levels in an ethnically and geographically diverse cohort of adolescents.,2445,N/A,N/A,False,ALL,10 Years,18 Years,CHILD; ADULT,N/A
NCT02539966,Safety & Performance Study of the FANTOM Sirolimus-Eluting Bioresorbable Coronary Scaffold,Safety & Performance Study of the FANTOM Sirolimus-Eluting Bioresorbable Coronary Scaffold,COMPLETED,2015-03,2024-09,INTERVENTIONAL,NA,Coronary Artery Disease,Fantom Sirolimus-Eluting Coronary Bioresorbable Scaffold,"Major Adverse Cardiac Events (MACE) - Cohorts A, B and C; Quantitative Coronary Angiography (QCA) derived parameters - Cohorts A and C",The FANTOM II trial is intended to assess safety and performance of the Fantom Bioresorbable Coronary Scaffold in native coronary arteries.,272,* Patient has evidence of myocardial ischemia or a positive functional study * Target lesion has a visually estimated stenosis of ≥50% and \<100% * Target lesion is located in a native coronary artery with average reference vessel diameter ≥ 2.5mm and ≤ 3.5mm * Lesion length ≤ 20 mm by visual estimate (N/A for Cohort C) * Baseline TIMI flow ≥ 2,* The patient has experienced an acute myocardial infarction (AMI: STEMI or NSTEMI) within 72 hours of the procedure and either CK-MB or Troponin has not returned to within 2X ULN. * Patient has a left ventricular ejection fraction \< 40% * Patient has unprotected left main coronary disease with ≥50% stenosis * The target vessel is totally occluded (TIMI Flow 0 or 1) * Target lesion involves a bifurcation (a lesion with a side branch ≥ 1.5 mm in diameter containing a ≥ 50% stenosis). * Target lesion is located within a bypass graft * Target lesion has possible or definite thrombus,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Poland; Belgium; Germany; France; Brazil; Australia; Denmark; Netherlands
NCT06485765,"DASH Diet, Quality of Life and Cardiac Parameters of Patients With Acute Coronary Syndrome",The Effect of the DASH (Dietary Approaches to Stop Hypertension) Diet on Quality of Life and Cardiac Parameters in Patients Acute Coronary Syndrome With Hypertension,COMPLETED,2020-06-01,2021-09-01,INTERVENTIONAL,NA,Acute Coronary Syndrome; Hypertension,Diet planning,Quality of Life (MacNew Heart Disease Health-Related Quality of Life Scale); Ejection Fraction (%),"The clinical trail study aimed to determine effect of DASH eating plan on cardiac parameters and quality of life in hypertensive individuals diagnosed with acute coronary syndrome.

The main questions it aims to answer are:

1. DASH diet improve quality of life?
2. DASH diet improve cardiac parameters?

The researchers assessed the results of 12 weeks of the DASH diet.

Patients will apply the DASH diet prepared individually by the researchers for 12 weeks.",34,"* diagnosed with acute coronary syndrome within the last month * with a measured blood pressure above 140/90 mmHg or using antihypertensive drugs * not obese (body mass index \< 30) * not diagnosed with a disease requiring a different medical nutrition therapy (chronic renal failure, diabetes, cancer, etc.) * volunteered to participate in the study",* Acute coronary syndrome diagnosed more than 1 month ago * obese (body mass index \> 30 ) * without hypertension * receiving different medical nutrition therapy,False,ALL,19 Years,65 Years,ADULT; OLDER_ADULT,Turkey
NCT01994265,Cognitive Impairment Related to Atrial Fibrillation Prevention Trial,Randomized Clinical Trial for the Prevention of Cognitive Impairment in Atrial Fibrillation Patients Treated With Dabigatran or Warfarin,COMPLETED,2014-11-07,2021-03-09,INTERVENTIONAL,PHASE4,Atrial Fibrillation,Warfarin; Dabigatran,Cognitive impairment,"Cognitive and functional decline observed in atrial fibrillation (AF) patients are related to thrombotic and/or cardioembolic events. Use of warfarin for the prevention of stroke in AF patients, despite effective, remains beyond desired levels because of interactions with food and fluctuations in blood levels. Because of a more stable anticoagulation state, Dabigatran may offer better protection against thrombotic phenomenon and, consequently, mitigate the process of cognitive and functional compromise.",200,* Atrial fibrillation * CHA2DS2-VASc Score for Atrial Fibrillation Stroke Risk (CHADS2VASc) greater than 1,"* Heart valve disease * Previous Stroke or Transient ischemic attack * Cognitive impairment or any severe neurological disorder * Major surgery in the last 30 days * Planned elective surgery in the next three months * Intracranial, ocular, spinal, retroperitoneal, or articular bleeding without trauma. * Gastrointestinal bleeding in the last 12 months * Symptomatic gastric ulcer * Hemorrhagic disease * Use of thrombolytics * Uncontrolled hypertension * Active cancer * Contraindication for Warfarin use * Reversible causes of atrial fibrillation * Creatinine clearance \< 30 ml/min * Active endocarditis * Active hepatitis * Severe anemia * Left ventricle ejection fraction \< 35%",False,ALL,70 Years,N/A,OLDER_ADULT,Brazil
NCT04564365,The Contemporary Role of Beta Blockers in Patients With Acute Myocardial Infarction,Influence of Beta-Blockers on Prognosis in Patients With Acute Myocardial Infarction Complicated With Normal Ejection Fraction,UNKNOWN,2019-06-30,2021-12-25,OBSERVATIONAL,N/A,Acute Coronary Syndrome,beta-blocker,mortality,"The use of beta blockers after acute myocardial infarction is a core component of drug therapy, but evidence is primarily derived from patients who did not receive reperfusion therapy and secondary prophylaxis.In contemporary times, the prognostic value of beta blockers in patients with acute myocardial infarction has been questioned, particularly in patients without reduced heart failure/ejection fraction after acute myocardial infarction.",1000,* The diagnosis of acute myocardial infarction was clear and the left ventricular ejection fraction was normal,* History of heart failure Died in hospital,False,ALL,18 Years,100 Years,ADULT; OLDER_ADULT,China
NCT05371366,The Puncturable Atrial Septal Defect Occluder Trial (the PASSER Trial),"A Multicenter, Randomized, Parallel-controlled Clinical Trial to Evaluate the Efficacy and Safety of a New Atrial Septal Defect Occluder, ReAces®, and Delivery System for the Treatment of Atrial Septal Defect Occlusion",UNKNOWN,2022-04-22,2023-04-22,INTERVENTIONAL,NA,Atrial Septal Defect,ASD closure with the novel occluder (ReAces); ASD closure with normal occluder,Successful rate of complete closure of atrial septal defect,"A multicenter, randomized, parallel-controlled clinical trial to evaluate the efficacy and safety of a new atrial septal defect occluder, ReAces®, and delivery system for the treatment of atrial septal defect occlusion. Compared with the traditional atrial septal occluder, this new atrial septal occluder supports re-puncture after occluder implantation. Thus those patients who have undergone atrial septal defect closure with the novel device may be eligible for future radiofrequency ablation of atrial fibrillation or mitral valve intervention.

The trial is expected to enroll 128 patients who will be randomly assigned to the test group or control group in a 1:1 ratio. Patients in test group will received ReAces occluder，and the others the regular occluder.The experiment is scheduled to enroll 128 patients who will be randomly allocated to one of two groups: test or control. Patients in the test group will receive a ReAces occluder, while those in the control group will receive a standard occluder.The safety and efficacy of the two groups at 1 year after surgery will be compared.",128,"1. aged 18-70 years; 2. with congenital secundum atrial septal defect; 3. the maximal ASD diameter was ≤38 mm; 4. with atrial-level left-to-right shunt, with Qp/Qs shunt ratio ≥1.5:1, or TTE or clinical manifestations indicated the existence of defect that inducing overfilling of right atrium; 5. the distance from the margin of defect to coronary sinus, atrioventricular (AV) valve, and right superior pulmonary vein (RSPV) was ≥5 mm, according to the echocardiography measurements; 6. volunteered to participate in this study, and signed informed consents.","1. ostium primordium ASD and sinus venosus ASD. 2. infective endocarditis and hemorrhagic disorders. 3. active thrombosis. 4. patients with severe pulmonary hypertension (mean pulmonary artery pressure measured by catheter \> 30 mmHg) who are not taking targeted drugs 5. patients with a porous atrial septal defect that cannot be completely occluded by a single occluder. 6. with severe myocardial disorders or valvular disease not associated with ASD 7. infectious disease within the last 1 month, or uncontrolled infectious disease 8. bleeding disorders, untreated gastric or duodenal ulcers 9. thrombosis in left atrium 10. partial or total pulmonary vein ectopic drainage 11. left atrial septum, left atrial or left ventricular dysplasia 12. Patients whose size (too small for TEE probe, catheter size, etc.) or physical condition (active infection, etc.) makes them unsuitable for cardiac catheterization 13. Patients who are allergic to nickel 14. Patients with any contraindication to aspirin therapy (except for those able to take other antiplatelet agents for 6 consecutive months). 15. Pregnant or lactating women and those who plan to become pregnant during the trial 16. Patients with a life expectancy of \<12 months or those who are unable to complete the study's prescribed follow-up schedule 17. Participation in another clinical trial of a drug or medical device within 30 days prior to screening. 18. Patients who have previously undergone surgical atrial septal defect repair or percutaneous interventional atrial septal defect closure. 19. Patients who, in the opinion of the investigator, are not suitable for participation in this study.",False,ALL,18 Years,70 Years,ADULT; OLDER_ADULT,China
NCT00922766,Effectiveness And Safety Of Dalteparin In Patients With Acute Coronary Syndromes Without ST Elevations In Clinical Practice,Effectiveness And Safety Of Dalteparin In Patients With Acute Coronary Syndromes Without ST Elevations In Clinical Practice,COMPLETED,2009-05,2010-09,OBSERVATIONAL,N/A,Acute Coronary Syndrome,Dalteparin,Number of Participants With Death or Myocardial Infarction (MI); Number of Participants With Major Bleeding Events; Number of Participants With Minor Bleeding Events,To collect data on safety and effectiveness of dalteparin in the management of non-ST segment elevated acute coronary syndromes in nursing home patients who will be treated conservatively (without percutaneous corornary intervention \[PCI\] or coronary artery bypass graft \[CABG\] within 48 hours).,618,* Male or female patients of 18 years or more presenting with chest pain will be potentially eligible for inclusion in the study if they satisfy the criteria for unstable coronary artery disease per the investigator's routine practice and have received at least one injection of Fragmin (dalteparin sodium) as part of routine clinical practice and is expected to be treated conservatively (without PCI or CABG within 48 hours) during the index hospitalization. * Evidence of a personally signed and dated informed consent document indicating that the subject (or a legally acceptable representative) has been informed of all pertinent aspects of the study.,* Patients who are contraindicated to receive this agent per the local approved prescribing information.,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,India
NCT00384566,A Comparison of the Effect of Carvedilol and Metoprolol on Airways Tone in Patients With Heart Failure,The CAMERA Study: CArvedilol MEtoprolol Respiratory Assessment Investigator Trial,WITHDRAWN,2005-06,2008-04,INTERVENTIONAL,PHASE4,Heart Failure; Chronic Obstructive Airway Disease,Carvedilol; Metoprolol,"Respiratory function; NYHA class with the use of the 7 point scale (Packer).; Minnesota ""living with Heart Failure"" questionnaire.; U+E; BP and HR; plasma N-terminal pro-BNP","This study looks at the effect of two drugs (carvedilol and metoprolol) which are used for patients with CHF (chronic heart failure).

These agents are beta-blockers and, although effective in heart failure, may cause increases in airways tone and thus limit air getting into the lower parts of the lungs. Carvedilol is more active at blocking the receptor that opens up the airways and therefore theoretically may be more likely to reduce airways tone than metoprolol, although this has never been studied in patients with heart failure, and that is the purpose of the present study.

We are looking to enrol 45 patients with heart failure and mild obstruction to the flow of air in their lungs. Patients will be randomised to either carvedilol or metoprolol (standard doses). Following a minimum of 2 weeks of therapy of study medication the patient will undergo a study day involving an assessment of their lung function, an assessment of their heart failure, a ""living with heart failure"" questionnaire, blood tests and blood pressure and heart rate readings.

Patients will then be crossed over to the alternate medication. Following 2 weeks on the target dose the patient will undergo their second study day which will be the same as the first.

The results obtained from each study day will be compared.",0,"* males and females over 18 years of age * Documented CHF (NYHA class II-IV symptoms) * Airflow obstruction defined as patients with symptomatic obstructive respiratory disease as manifest by any of the following Symptoms of wheeze, primarily attributed to airflow obstruction Requirement for intermittent or regular bronchodilator therapy FEV1 less than 70% predicted pre-salbutamol * Confirmed written informed consent. * Clinically indicated to receive β-blockade. * No evidence of heart block on ECG. * Patients will be in one of the following categories: Currently on carvedilol Currently on Toprol-XL or Metoprolol tartrate Currently on bisoprolol Clinically indicated to receive β adrenoceptor blockade but not currently prescribed a β-blocker.","* Women lactating, pregnant or of childbearing potential not using a reliable contraceptive method. * Patients who had received an investigational new drug within the last 4 weeks. * Patients with a history of a psychological illness or condition such as to interfere with the patient's ability to understand the requirements of the study. * Laboratory parameters: Creatinine \>0.30 mmol/l Liver function tests 3x ULN * Recent (\<12 months) myocarditis",False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Australia
NCT03410966,Atrial Fibrillation Ablation,"Paroxysmal Atrial Fibrillation Recurrences After Catheter Ablation: an Existing Correlation Between Oxidative Stress, Inflammation, Failing Heart Biomarkers and Atrial Fibrotic Remodeling.",COMPLETED,2013-01-01,2017-11-01,INTERVENTIONAL,NA,"Atrial Fibrillation; Heart Failure, Diastolic",trans cateheter ablation,Atrial Fibrillation (AF) recurrence,"Objective. Atrial fibrillation (AF) recurrence after catheter ablation (CA) is a relevant clinical problem.

Methods. 123 patients with paroxysmal AF will be identified and screened for participation in this randomized, prospective, double blind, controlled placebo multicenter trial. 109 patients will be randomly assigned and enrolled in the study trial. Enrolled patients will receive magnetic atrial resonance and then will be treated by CA to receive pulmonary vein isolation (PVI). In this patients cytokines, inflammatory markers, and biomarkers such as ST2 protein and B type natriuretic peptide (BNP) will be evaluated at baseline, after CA, and during follow up. These biomarkers will be correlated to clinical outcomes (AF recurrences and heart failure progression and hospitalizations), and to fibrotic atrium extension as evaluated by magnetic resonance.",150,"* aged more than 18, * aged less than 75; * clinical diagnosis of paroxysmal atrial fibrillation (AF) * clinical diagnosis of symptomatic and anty- arrhythmic drugs refractory (AF) * echocardiographic diagnosis of normal left atrium volumetry (left atrium volume \< 30 ml/mq) * echocardiographic diagnosis of normal left ventricle ejection fraction (LVEF) (LVEF \> 55%).","* aged less than 18, * aged more than 75; * clinical diagnosis of not paroxysmal AF; * clinical diagnosis of heart failure; * echocardiographic diagnosis of left atrium dilatation (left atrium volume \> 30 ml/mq); * echocardiographic diagnosis of LVEF depression (LVEF \<55%).",False,ALL,18 Years,75 Years,ADULT; OLDER_ADULT,Italy
NCT00691366,Comprehensive Investigation of Heart Rate Variability as a Measure of the Autonomic Nervous System in Atopic Dermatitis,Autonomic Nervous System Physiology and Chronic Pruritus: A Comprehensive Investigation of Heart Rate Variability as a Measure of the Autonomic Nervous System in Atopic Dermatitis,COMPLETED,2007-03,2009-12,OBSERVATIONAL,N/A,Atopic Dermatitis,N/A,N/A,The purpose of this research is to study heart rate patterns in people with moderate to severe atopic dermatitis and how itching affects those patterns.,45,"* Adult men and women who are between 18 and 50 years of age. * Diagnosis of moderate to severe atopic dermatitis confirmed by published consensus diagnostic criteria26 (except for healthy control subjects). Severity will be based on an investigator's global assessment score and will have to be moderate or severe (IGA) (see Appendix 1). * Subjects must be in general good health with no other skin disease, disease state or physical condition which would impair evaluation of their skin or which would increase their health risk by study participation as determined by the investigators. * Women of child bearing potential will be required to have a negative pregnancy test in order to enroll in the study and will be required to maintain adequate birth control throughout the study. Reliable methods of birth control are: abstinence, oral contraceptives, intrauterine device (IUD), DepoProvera, Norplant, tubal ligation, or vasectomy of the partner (with confirmed negative sperm counts) in a monogamous relationship. An acceptable, although less reliable, method involves the careful use of condoms and spermicidal foam or gel and/or a cervical cap or sponge. * Subjects must cease using topical agents on the forearm where experimental data is going to be collected at least 1 week prior. Topical agents can be used on all other parts of the body. * Subjects will be required to cease use of oral antihistamines for a period of one week prior to and during the study visit.","* Adults over age 50. * Children less than 18 years of age. * Unable to complete the required measures. * Diagnosis with other diseases that would affect the measurement of heart rate variability as determined by the investigators such as cardiovascular disease, hypertension, bradycardia (\<60 beats per minute) and tachycardia (\>100 beats per minute) amongst others. * Diagnosis with other skin diseases that would affect the measurement of transepidermal water loss (TEWL) and skin hydration as determined by the investigators. * Currently enrolled in any investigational study in which the subject is receiving any type of drug, biologic, or non-drug therapy and subjects undergoing treatment with another investigational drug or approved therapy for investigational use within 28 days prior to study participation. * Consistent consumption of more than 4 caffeinated beverages per day. * Current treatment with oral lipophilic beta blockers, antihistamines, opioids, glucocorticoids, theophylline, anticholinergic medication or inhaled beta-agonists or anticholinergics or other medications known to interfere autonomic nervous system physiology. * Asthma/Chronic Obstructive Airways Disease or other respiratory disease. * Neuropathy causing diseases such as uremia. * Uncontrolled thyroid disease. * Diabetes mellitus. * Use of illicit drugs. * Current diagnosis of a psychiatric disorder27;28. * History of chronic urticaria. * History of anaphylactic shock. * Allergy to histamine.",True,ALL,18 Years,50 Years,ADULT,United States
NCT03005366,Predictive Factors to Effectively Terminate Paroxysmal Atrial Fibrillation by Blocking Atrial Selective Ionic Currents,Randomized Clinical Trial to Study Pharmacological Cardioversion of Paroxysmal Atrial Fibrillation by Vernakalant and Flecainide,COMPLETED,2017-01,2023-08,INTERVENTIONAL,PHASE4,Paroxysmal Atrial Fibrillation,Vernakalant; Flecainide,Electrocardiographic-based spectral parameters of atrial fibrillatory activity (Dominant frequency) associated with successful or unsuccessful cardioversion in both groups of patients.,"* The main objective of this project is to study the efficacy and the mechanistic value of blocking both atrial specific and atria-preferential dynamics of ionic currents to terminate paroxysmal atrial fibrillation (AF).
* The hypothesis is that a drug blocking atrial specific and atria-preferential dynamics of ionic currents (IK,ACh - acetylcholine sensitive K+ current - and INa - inward sodium current - , respectively) will be more effective to terminate paroxysmal AF episodes with fast atrial activation rates, than a classical INa blocker, which will be more effective to terminate AF episodes with slower activation rates.
* The investigators will include patients without structural heart disease and short-lasting AF episodes (\<48 h.). Double blind and single center study, in which patients will be randomly assigned to a cardioversion group using intravenous flecainide or to an atria-preferential and atrial-specific blockade group using intravenous vernakalant. Patients will be routinely monitored in the electrophysiology room to acquire both 12-lead digitized ECG signals and non-invasive body surface potential mapping. Atrial signals will be extracted from both the multisite body surface and ECG recordings to obtain temporal and spectral parameters, and measure organization and atrial rate in both groups. The results obtained in the clinical setting will be studied in mathematical models to understand their capability to terminate paroxysmal AF. The project expects to provide consistent, reliable and reproducible parameters that will assist clinicians to know what type of paroxysmal AF episodes will be more suitable to effectively terminate, upon administration of drugs with an atrial specific and atria-preferential profile.",50,"1. Patients ≥ 20 and ≤65 year-olds. 2. Patients with paroxysmal AF lasting \<48 hours, in whom pharmacological cardioversion may be indicated. 3. Hemodynamically stable patients (systolic blood pressure \> 100 mm Hg and \< 160 mm Hg. Diastolic blood pressure \<95 mm Hg). 4. Weight of 45-136 kg . 5. Appropriate anticoagulation therapy according to the clinical practice guidelines of the European Society of Cardiology in paroxysmal AF episodes lasting \< 48 hours. 6. Signed informed consent.","1. Corrected QT interval\> 440 milliseconds, long QT family or history of 'Torsades de Pointes' syndrome. 2. Symptomatic bradycardia or ventricular rate \<50 bpm without a pacemaker, or QRS interval\> 140 milliseconds. 3. Patients with heart failure regardless of the classification of the New York Heart Association (NYHA). 4. Second or third degree atrioventricular block, or right bundle branch block associated with partial left bundle branch block (bifascicular block). 5. Cardiogenic or septic shock, chronic myocardial infarction, acute coronary syndrome, or heart surgery in the previous 30 days before inclusion. 6. Valvular stenosis, hypertrophic obstructive cardiomyopathy, restrictive cardiomyopathy, or constrictive pericarditis. 7. Previous unsuccessful electrical cardioversion or longstanding atrial fibrillation (no attempt to convert to sinus rhythm). 8. Treatment with other investigational drug within 60 days before enrollment. 9. Previous treatment with vernakalant. 10. Secondary causes of atrial fibrillation, hyperthyroidism, uncorrected electrolyte imbalance, or digoxin toxicity. 11. IV / oral treatment with Class I or III antiarrhythmics (except amiodarone) in the previous 48 hours. 12. Renal failure with glomerular filtration rate \<35 ml / min. 13. Intravenous / oral amiodarone within the previous 3 months. 14. Pregnant or nursing women. 15. Intolerance or allergy to any of the two drugs being studied. 16. Refusal to sign the informed consent.",False,ALL,20 Years,65 Years,ADULT; OLDER_ADULT,Spain
NCT01509365,Effect of Platelet Inhibition According to Clopidogrel Dose in Patients With Body Mass Index ≥ 27,Evaluation the Effect of the Double Maintenance Dose of Clopidogrel Versus Single Dose in Patients With Coronary Artery Disease With a BMI ≥ 27 kg.m-2,COMPLETED,2011-12,2015-05,INTERVENTIONAL,PHASE4,Cardiovascular Disease; Overweight,clopidogrel; clopidogrel,Cardiac death or non-fatal myocardial infarction or ischemia-driven target vessel revascularisation,The purpose of the study is to determine whether administration of 150 mg clopidogrel is effective in reducing the one-year incidence of thromboischemic events in patients with high on-clopidogrel platelet reactivity compared to 75 mg clopidogrel in the patient population overweight or obese with a body mass index (BMI) ≥ 27 kg.m-2.,116,"* Male or female, * Old (e) of more than 20 years * BMI ≥ 27kg.m-2 * Patients hospitalized for acute coronary syndrome (Whatever the ST segment and troponin dosage) * Patients with proven coronary candidates for treatment with Clopidogrel (who received a loading dose of 600mg over 2 hours or treated with 75 mg/day or 150mg / day of clopidogrel for longer than 7 days)","* Patients unwilling. * Patient participating in another study. * Patients with cardiogenic shock * Patient on anti GpIIbIIIa or stopped less than 72 hours before the test aggregability * Patients scheduled for surgery in less than 6 months * ischemic stroke older than 6 weeks. * History of hemorrhagic stroke (any time) * Patients on or candidates for AVK * Patients with a different anti ADP (ticlopidine, prasugrel) * Patients with an indication against clopidogrel (side effects, bleeding ...) * Thrombocytopenia \< 100000/mm3 * anemia (Ht \< 30%) * Thrombocythaemia (Ht \> 52%) * Pregnancy",False,ALL,20 Years,N/A,ADULT; OLDER_ADULT,Tunisia
NCT01446965,Vest Prevention of Early Sudden Death Trial and VEST Registry,Vest Prevention of Early Sudden Death Trial: Prevention of Sudden Death After Myocardial Infarction Using a LifeVest Wearable Cardioverter-defibrillator (Formerly VEST/PREDICTS),COMPLETED,2008-07,2019-05-31,INTERVENTIONAL,NA,Myocardial Infarction; Ventricular Dysfunction; Sudden Death; Ventricular Tachycardia; Ventricular Fibrillation,wearable defibrillator,Sudden Death Mortality,This study explores the hypothesis that wearable defibrillators can impact mortality by reducing sudden death during the first three months after a heart attack in persons with high risk for life-threatening arrhythmias.,2348,"* Patients identified in the hospital or within 7 days after discharge with a diagnosis of an acute MI (STEMI or Non-STEMI) * LV ejection fraction ≤35% determined at the following time point:   1. If no PCI within the first 8 hours following the MI: ≥ 8 hours after MI   2. If acute PCI occurs within 8 hours of MI: ≥8 hours after PCI   3. If CABG is planned (before or within 7 days of discharge), wait to enroll and then use the most recent assessment at least 48 hours post CABG * Age ≥ 18 years",* Existing ICD or indication for an ICD at the time of screening * Existing unipolar pacemakers/leads * Chronic renal failure requiring hemodialysis after hospital discharge * Chest circumference too small or too large for LifeVest garment\* * Participants discharged to an institutional setting with an anticipated stay \> 7 days * Pregnancy * Inability to consent * Any other condition or circumstance that in the judgment of the clinician makes the participant unsuitable for the study.,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Poland; Germany; United States
NCT06862765,Characterization and Outcomes of Patients Screened for Transcatheter Tricuspid Valve Replacement,Characterization and Outcomes of Patients Screened for Transcatheter Tricuspid Valve Replacement with LuX-Valve Via the Trans-jugular Vein Approach,COMPLETED,2023-03-01,2024-06-30,OBSERVATIONAL,N/A,High-surgical Risk Patients with Severe Tricuspid Regurgitation,transcatheter tricuspid valve replacement,screening failure rate,"The TRI-RECRUIT Study was conducted of 340 consecutive patients for TTVR screening using LuX-Valve via the trans-jugular vein approach at seven cardiac centers. Patient-level clinical records, imaging dates and screening outcomes were retrospectively collected.",340,* (i) age \> 18 years old; (ii) TR severity ≥ severe; (iii) New York Heart Association (NYHA) functional class ≥ Ⅱ; (iv) failed GDMT; (v) Euro-SCORE \> 4.,* (i) left ventricular ejection fraction \< 40%; (ii) systolic pulmonary arterial pressure \> 60 mmHg; (iii) prior TV surgery or left-sided valve surgery within the past 6 months; (iv) irreversible poor right ventricular function; (v) concomitant significant lesion needed for other major cardiac procedures or infective endocarditis.,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,China
